State,District,Candidate,Party,"Incumbent/
Challenger/Open",Receipts,"Contributions 
from Individuals","Contributions
from PACs and
Other Committees","Contributions and
Loans from 
 the Candidate",Disbursements,Cash On Hand,Debts,Coverage End Date
Missouri,03,"GEPPERT, KATY",Democratic Party,Challenger,"$11,177","$9,504",$200,"$1,308","$4,756","$6,521",$0,6/30/18
Missouri,03,"KIEHNE, JOHN",Democratic Party,Challenger,"$1,280","$1,280",$0,$0,$556,$687,$0,6/30/18
Missouri,04,"HARTZLER, VICKY",Republican Party,Incumbent,"$787,625","$444,650","$337,550",$0,"$509,706","$640,073","$18,808",6/30/18
Missouri,04,"BOURGEOIS, JENNA MARIE MS.",Republican Party,Challenger,$494,$260,$0,$234,$143,$351,$134,9/30/17
Missouri,04,"HOAGENSON, SUZANNE RENEE",Democratic Party,Challenger,"$236,099","$232,695","$1,887","$1,273","$128,616","$107,483",$0,6/30/18
Missouri,04,"THOMPSON, HALLIE JESS",Democratic Party,Challenger,"$33,579","$32,661",$0,$917,"$16,583","$16,996",$0,6/30/18
Missouri,04,"WEBB, JOHN",Republican Party,Challenger,"$3,200",$0,$0,$0,"$3,082",$334,"$8,000",6/30/18
Missouri,05,"CLEAVER, EMANUEL II",Democratic Party,Incumbent,"$800,823","$194,827","$603,041",$0,"$616,044","$631,535",$0,6/30/18
Missouri,05,"CAMBERS, KRESS FRANKLIN",Republican Party,Challenger,"$9,891","$8,067",$0,"$1,824","$6,371","$1,512",$0,6/30/18
Missouri,05,"TURK, JACOB",Republican Party,Challenger,"$5,275","$4,142",$0,$927,"$5,043",$352,$927,6/30/18
Missouri,06,"GRAVES, SAMUEL B JR 'SAM'",Republican Party,Incumbent,"$1,306,572","$200,508","$1,078,250",$0,"$703,665","$1,058,719","$5,522",6/30/18
Missouri,06,"APPLE, GARY WINSTON",Democratic Party,Challenger,"$26,985","$18,808",$500,"$7,677","$21,376","$5,610",$0,6/30/18
Missouri,06,"MARTIN, HENRY ROBERT",Democratic Party,Challenger,"$8,877","$8,809",$0,$68,"$9,361","$2,016",$0,6/30/18
Missouri,07,"LONG, BILLY MR.",Republican Party,Incumbent,"$1,201,423","$438,170","$733,367",$0,"$861,228","$729,748",$0,6/30/18
Missouri,07,"DE LA TORRE, JOHN FARMER",Democratic Party,Challenger,"$19,212","$19,162",$0,$0,"$15,310","$4,052",$0,6/30/18
Missouri,07,"EVANS, JIM",Republican Party,Challenger,"$6,947",$447,$0,"$6,500","$5,178","$1,769","$6,500",6/30/18
Missouri,07,"SCHOOLCRAFT, JAMIE DANIEL",Democratic Party,Challenger,"$12,263","$11,402",$0,$862,"$7,253","$5,010",$0,6/30/18
Missouri,08,"SMITH, JASON T",Republican Party,Incumbent,"$1,566,754","$337,796","$1,064,802",$0,"$759,016","$1,337,391",$0,6/30/18
Missouri,08,"ELLIS, KATHRYN GAIL",Democratic Party,Challenger,"$110,427","$92,237","$3,025","$9,915","$77,537","$32,890","$5,250",6/30/18
Montana,00,"BUTTREY, FRANCIS EDWARD",Republican Party,Open,"$8,790","$8,790",$0,$0,"$8,790",$0,$0,7/17/17
Montana,00,"MILLER, KEN",Republican Party,Open,"$9,036","$8,076",$0,$959,"$9,036",$0,$0,3/31/17
Montana,00,"QUIST, ROBERT E.",Democratic Party,Open,"$6,706,363","$6,613,029","$90,765",$140,"$6,688,944","$17,419",$0,6/30/18
Montana,00,"WALKER, EDWARD ALAN",Republican Party,Open,"$10,450","$8,450",$0,"$2,000","$10,450",$0,"$1,566",4/10/17
Montana,00,"GIANFORTE, GREG",Republican Party,Incumbent,"$7,057,259","$4,967,985","$333,231","$1,500,000","$5,684,305","$1,372,954","$250,000",6/30/18
Montana,00,"ZINKE, RYAN K*",Republican Party,Incumbent,"$62,562","$1,526",$0,$0,"$77,080","$16,345",$0,6/30/18
Montana,00,"HEENAN, JOHN",Democratic Party,Challenger,"$1,102,377","$619,083","$5,518","$474,355","$1,086,073","$16,305","$200,000",6/30/18
Montana,00,"KIER, GRANT",Democratic Party,Challenger,"$841,850","$831,293","$6,351","$2,700","$839,101","$2,749",$0,6/30/18
Montana,00,"MCCARTHY, KELLY",Democratic Party,Challenger,"$10,610","$5,610","$5,000",$0,"$10,430",$0,$0,3/26/18
Montana,00,"MOSS, LYNDA BOURQUE",Democratic Party,Challenger,"$108,406","$88,812",$0,"$19,498","$108,406",$0,"$5,954",6/30/18
Montana,00,"PETTINATO, JARED SCOTT MR.",Democratic Party,Challenger,"$88,911","$61,703",$0,"$27,208","$87,457","$1,454",$0,6/30/18
Montana,00,"ROSENDALE, MATT*",Republican Party,Challenger,"$2,055,983","$1,645,357","$273,534","$32,831","$1,423,033","$639,163","$284,026",6/30/18
Montana,00,"WICKS, MARK L",Libertarian Party,Challenger,"$6,812","$1,812",$0,$0,"$8,600","$1,685","$2,157",12/31/17
Montana,00,"WILLIAMS, KATHLEEN",Democratic Party,Challenger,"$799,548","$765,698","$33,850",$0,"$337,280","$462,267",$0,6/30/18
Montana,00,"WOODS, TOM",Democratic Party,Challenger,"$26,325","$26,225",$0,$100,"$26,325",$0,$0,1/30/18
Nebraska,01,"FORTENBERRY, JEFFREY L. HONORABLE",Republican Party,Incumbent,"$576,325","$301,011","$255,850",$0,"$260,013","$1,903,288",$0,6/30/18
Nebraska,01,"CRAWFORD, DENNIS P",Democratic Party,Challenger,"$23,066","$22,059",$200,$807,"$22,958",$105,$0,6/30/18
Nebraska,01,"MCCLURE, JESSICA",Democratic Party,Challenger,"$29,075","$27,178",$500,"$1,073","$24,574","$4,502",$0,6/30/18
Nebraska,01,"SVOBODA, STEVE",Democratic Party,Challenger,"$24,697",$0,$0,"$24,697","$24,697",$0,$0,6/1/18
Nebraska,02,"BACON, DONALD J",Republican Party,Incumbent,"$1,841,308","$729,307","$848,678","$2,168","$805,464","$1,066,580","$9,682",6/30/18
Nebraska,02,"ASHFORD, BRAD",Democratic Party,Challenger,"$640,016","$435,862","$170,500",$0,"$639,902",$842,$0,6/30/18
Nebraska,02,"EASTMAN, KARA",Democratic Party,Challenger,"$783,953","$737,440","$41,314","$4,700","$525,635","$258,318",$0,6/30/18
Nebraska,03,"SMITH, ADRIAN",Republican Party,Incumbent,"$988,874","$189,625","$795,700",$0,"$1,143,868","$1,021,373",$0,6/30/18
Nebraska,03,"PENNER, KIRK MR.",Republican Party,Challenger,"$91,885","$75,935",$0,$150,"$91,271",$614,"$13,000",6/30/18
Nebraska,03,"THEOBALD, PAUL GILBERT",Democratic Party,Challenger,"$39,501","$37,873",$0,"$1,230","$20,454","$19,047",$0,6/30/18
Nevada,01,"TITUS, DINA",Democratic Party,Incumbent,"$505,899","$194,865","$306,500",$0,"$407,575","$347,073",$0,6/30/18
Nevada,01,"D'SILVA, REUBEN",Democratic Party,Challenger,"$88,033","$85,170",$0,"$2,180","$69,761","$10,278",$0,6/30/18
Nevada,02,"AMODEI, MARK EUGENE EUGENE",Republican Party,Incumbent,"$923,399","$488,007","$428,796",$0,"$673,021","$395,574","$9,000",6/30/18
Nevada,02,"ALM, VANCE STEVEN",Democratic Party,Challenger,"$3,600","$1,100",$0,"$2,500","$3,184",$417,$0,3/31/18
Nevada,02,"ANGLE, SHARRON E",Republican Party,Challenger,"$51,407","$51,407",$0,$0,"$33,859","$17,663",$0,6/30/18
Nevada,02,"FOGARTY, PATRICK",Democratic Party,Challenger,"$168,705","$6,705",$0,"$162,000","$12,118","$156,587","$152,000",5/23/18
Nevada,02,"KOBLE, CLINT MATTHEW MR.",Democratic Party,Challenger,"$73,009","$39,944",$0,"$32,065","$64,440","$8,569","$32,090",6/30/18
Nevada,02,"SHEPHERD, RICK",Democratic Party,Challenger,"$36,775","$6,375",$0,"$30,000","$26,089","$13,237",$0,6/30/18
Nevada,03,"CARTER, PATRICK",Republican Party,Open,"$7,838","$3,338",$0,"$4,500","$6,595",$994,$0,6/30/18
Nevada,03,"FARAHI, HERMON",Democratic Party,Open,"$38,442","$33,442",$0,"$5,000","$38,442",$0,$0,3/31/18
Nevada,03,"GUMINA, TONY DR",None,Open,"$1,200","$1,000",$0,$200,$230,$970,$0,6/30/18
Nevada,03,"HAMMOND, SCOTT",Republican Party,Open,"$289,639","$243,304","$44,050",$0,"$274,468","$15,171","$2,700",6/30/18
Nevada,03,"JONES, STEPHANIE",Republican Party,Open,"$3,844",$0,$0,"$1,144","$3,842",$1,$0,6/30/18
Nevada,03,"LEE, SUSIE",Democratic Party,Open,"$2,137,490","$1,430,978","$351,512","$6,454","$998,499","$1,138,991",$0,6/30/18
Nevada,03,"LOVE, JOHN DENNIS",Democratic Party,Open,"$21,200","$21,100",$0,$100,"$21,096",$104,$0,6/30/18
Nevada,03,"MCKEON, DAVID OWEN",Republican Party,Open,"$77,680","$63,680","$8,000",$0,"$77,680",$0,"$2,700",6/30/18
Nevada,03,"MORTENSEN, MICHELLE",Republican Party,Open,"$138,283","$135,278","$3,000",$0,"$110,186","$28,097",$0,6/30/18
Nevada,03,"PINJUV, GUY",Democratic Party,Open,"$1,600",$0,"$1,600",$0,"$3,441",$0,$0,6/30/18
Nevada,03,"SEAMAN, VICTORIA",Republican Party,Open,"$222,465","$171,437","$1,000","$50,000","$207,307","$15,158",$0,6/30/18
Nevada,03,"TACHE, LYNDA",Republican Party,Open,"$51,459","$42,655","$6,000","$2,780","$51,459",$0,$0,12/8/17
Nevada,03,"TARKANIAN, DANNY",Republican Party,Open,"$1,383,999","$1,129,794","$25,220","$228,827","$723,112","$656,320","$40,100",6/30/18
Nevada,03,"TEIJEIRO, ANNETTE",Republican Party,Open,"$125,877","$25,877",$0,"$100,000","$113,293","$10,145","$11,836",6/30/18
Nevada,03,"WEISS, MICHAEL",Democratic Party,Open,"$10,071","$8,051",$0,"$2,000","$8,799",$5,$0,6/23/18
Nevada,04,"ANZALONE, JOHN ANTHONY DR.",Democratic Party,Open,"$115,934","$61,781",$0,"$50,240","$72,443","-$7,217","$6,000",6/30/18
Nevada,04,"GIBBS, DAVID",Republican Party,Open,"$30,330","$10,330",$0,"$20,000","$28,171","-$22,062",$0,5/23/18
Nevada,04,"HORSFORD, STEVEN ALEXZANDER",Democratic Party,Open,"$683,295","$363,850","$284,700","$2,500","$485,610","$197,685","$65,076",6/30/18
Nevada,04,"SPEARMAN, PATRICIA",Democratic Party,Open,"$183,092","$139,468","$43,324",$200,"$182,700",$392,$0,6/30/18
Nevada,04,"STEPHENS, ALLISON A",Democratic Party,Open,"$50,031","$37,102",$0,"$12,930","$30,400","$19,631","$102,024",6/30/18
Nevada,04,"TOWNSEND, WILLIAM BILL MILLER",Republican Party,Open,"$27,657","$5,657",$0,"$22,000","$22,455","$5,201","$22,000",5/23/18
Nevada,04,"VILELA, AMY",Democratic Party,Open,"$195,353","$166,493",$0,"$3,577","$192,680","$2,674","$16,300",6/30/18
Nevada,04,"WEGNER, KENNETH A",Republican Party,Open,"$6,778","$3,506",$0,"$3,000","$6,753",$25,$0,6/30/18
Nevada,04,"KIHUEN, RUBEN*",Democratic Party,Incumbent,"$901,757","$426,025","$454,437",$0,"$582,857","$335,394",$0,6/30/18
New Hampshire,01,"ANDREWS, NAOMI",Democratic Party,Open,"$64,485","$62,486","$1,999",$0,"$16,353","$48,133",$0,6/30/18
New Hampshire,01,"CROCHETIERE, BRUCE",Republican Party,Open,"$327,025","$71,892","$1,000","$254,133","$96,398","$230,627",$0,6/30/18
New Hampshire,01,"EDWARDS, EDDIE",Republican Party,Open,"$541,089","$506,448","$5,200","$29,441","$325,926","$215,163","$28,995",6/30/18
New Hampshire,01,"MACKENZIE, MARK S",Democratic Party,Open,"$277,110","$27,946","$48,732","$200,300","$169,237","$107,873","$100,000",6/30/18
New Hampshire,01,"MCEACHERN, DEAGLAN",Democratic Party,Open,"$215,085","$209,133",$0,"$5,951","$147,855","$67,230",$0,6/30/18
New Hampshire,01,"MESSMER, MINDI",Democratic Party,Open,"$87,114","$73,844",$250,"$13,020","$67,997","$19,117","$13,000",6/30/18
New Hampshire,01,"O'ROURKE, TERENCE MURPHY",Democratic Party,Open,"$13,623","$13,122",$0,$496,"$7,918","$5,856",$0,6/30/18
New Hampshire,01,"PAPPAS, CHRIS",Democratic Party,Open,"$665,975","$587,132","$67,780","$11,063","$225,477","$440,498",$0,6/30/18
New Hampshire,01,"SANBORN, ANDY",Republican Party,Open,"$838,344","$315,958","$11,150","$511,166","$123,785","$714,559","$548,066",6/30/18
New Hampshire,01,"SANDERS, LEVI",Democratic Party,Open,"$27,452","$27,352",$0,$100,"$7,821","$19,631",$0,6/30/18
New Hampshire,01,"SOLDATI, LINCOLN T.",Democratic Party,Open,"$157,655","$132,655",$0,"$25,000","$114,844","$42,811","$25,000",6/30/18
New Hampshire,01,"SULLIVAN, MAURA CORBY",Democratic Party,Open,"$1,521,114","$1,434,687","$43,750",$0,"$429,656","$1,091,458","$4,500",6/30/18
New Hampshire,01,"SHEA-PORTER, CAROL*",Democratic Party,Incumbent,"$273,532","$159,184","$113,500",$0,"$182,804","$94,544",$0,6/30/18
New Hampshire,02,"KUSTER, ANN MCLANE",Democratic Party,Incumbent,"$2,619,243","$1,639,673","$929,741",$0,"$807,683","$2,879,989",$0,6/30/18
New Hampshire,02,"BLANKENBEKER, LYNNE",Republican Party,Challenger,"$102,139","$65,413","$14,500",$482,"$61,609","$40,530",$0,6/30/18
New Hampshire,02,"BURNS, ROBERT ANDREW",Republican Party,Challenger,"$15,487","$2,487",$0,"$13,000","$11,697","$3,790",$0,6/30/18
New Hampshire,02,"FLANAGAN, JACK",Republican Party,Challenger,"$23,325","$22,681",$0,$0,"$22,643",$683,"$9,000",3/31/18
New Hampshire,02,"LEVENSON, STEWART",Republican Party,Challenger,"$450,843","$145,453",$0,"$305,390","$160,906","$289,937",$0,6/30/18
New Hampshire,02,"NEGRON, STEVE",Republican Party,Challenger,"$314,430","$45,182",$200,"$268,048","$207,867","$106,563","$240,540",6/30/18
New Jersey,01,"NORCROSS, DONALD W",Democratic Party,Incumbent,"$1,638,101","$909,753","$725,507",$0,"$1,033,187","$704,378",$0,6/30/18
New Jersey,01,"DILKS, PAUL E",Republican Party,Challenger,"$2,300","$2,050",$0,$0,$957,"$1,343",$0,6/30/18
New Jersey,01,"TOMASZEWSKI, SCOT JOHN",Democratic Party,Challenger,"$17,545",$0,$0,"$17,544","$17,544",$0,"$48,587",5/16/18
New Jersey,02,"CUNNINGHAM, WILLIAM",Democratic Party,Open,"$78,063","$72,283","$3,500",$0,"$77,738",$324,$0,6/30/18
New Jersey,02,"FIOCCHI, SMAUEL",Republican Party,Open,"$68,129","$11,996","$2,000","$54,133","$68,129",$0,$0,6/30/18
New Jersey,02,"FITZHERBERT, BRIAN THOMAS",Republican Party,Open,"$16,981","$5,575",$0,"$11,406","$16,981",$0,"$11,406",5/16/18
New Jersey,02,"GROSSMAN, SETH",Republican Party,Open,"$87,842","$78,452",$0,"$6,590","$31,461","$56,381","$3,000",6/30/18
New Jersey,02,"KLEINMAN, NATHAN I",Democratic Party,Open,"$94,927","$4,927",$0,"$90,000","$73,414","$21,513","$90,000",6/30/18
New Jersey,02,"SINGH, HIRSH",Republican Party,Open,"$135,819","$71,305",$0,"$64,514","$134,565","$1,254","$74,142",6/30/18
New Jersey,02,"THOM, SEAN A",Democratic Party,Open,"$11,980","$11,301",$0,$680,"$11,980",$0,$0,6/30/18
New Jersey,02,"TURKAVAGE, ROBERT MR.",Republican Party,Open,"$10,527","$9,455",$0,"$1,037","$10,526",$0,$0,6/30/18
New Jersey,02,"VAN DREW, JEFF",Democratic Party,Open,"$1,043,025","$659,156","$344,950",$0,"$368,508","$674,517",$0,6/30/18
New Jersey,02,"YOUNGBLOOD, TANZIE",Democratic Party,Open,"$114,702","$79,502","$12,200","$23,000","$110,405","$4,297","$53,015",6/30/18
New Jersey,02,"ZARYCH, JOHN",Republican Party,Open,"$135,272","$33,000",$0,"$102,272","$135,272",$0,$0,4/1/18
New Jersey,02,"LOBIONDO, FRANK A.*",Republican Party,Incumbent,"$404,964","$96,865","$292,150",$0,"$471,558","$283,941",$0,6/30/18
New Jersey,03,"MACARTHUR, THOMAS",Republican Party,Incumbent,"$2,357,697","$833,545","$954,764",$0,"$1,362,014","$1,003,013","$719,960",6/30/18
New Jersey,03,"KIM, ANDY",Democratic Party,Challenger,"$2,166,597","$1,814,621","$238,995","$1,260","$495,853","$1,670,744","$58,544",6/30/18
New Jersey,04,"SMITH, CHRISTOPHER H",Republican Party,Incumbent,"$813,675","$532,985","$279,579",$0,"$332,059","$754,005",$0,6/30/18
New Jersey,04,"KEADY, JAMES",Democratic Party,Challenger,"$292,909","$291,359",$0,$0,"$286,998","$7,050","$14,000",6/30/18
New Jersey,04,"REYNOLDS, BRIAN J.",Unaffiliated,Challenger,$0,$0,$0,$0,$779,-$779,$0,6/30/18
New Jersey,04,"STOLER, FELICIA",Republican Party,Challenger,"$19,585","$16,585","$3,000",$0,"$10,648","$8,937",$0,6/30/18
New Jersey,04,"WELLE, JOSH",Democratic Party,Challenger,"$638,863","$602,195","$22,900","$13,768","$311,956","$326,907",$0,6/30/18
New Jersey,05,"GOTTHEIMER, JOSH",Democratic Party,Incumbent,"$5,208,050","$3,854,445","$1,199,486",$0,"$753,383","$4,533,753",$0,6/30/18
New Jersey,05,"LONEGAN, STEVEN",Republican Party,Challenger,"$1,547,890","$458,411","$14,900","$1,058,972","$1,523,093","$24,796","$324,124",6/30/18
New Jersey,05,"MCCANN, JOHN JOSEPH MR. JR.",Republican Party,Challenger,"$432,363","$94,774","$8,468","$329,120","$425,870","$6,492","$384,838",6/30/18
New Jersey,05,"SARNOSKI, JASON",Republican Party,Challenger,"$75,999","$72,603","$2,359","$1,037","$56,459","$19,540",$0,6/30/18
New Jersey,06,"PALLONE, FRANK JR",Democratic Party,Incumbent,"$1,755,088","$608,975","$1,146,070",$0,"$1,026,369","$1,767,938",$0,6/30/18
New Jersey,06,"PEZZULLO, RICHARD J.",Republican Party,Challenger,"$80,260","$7,760","$2,500","$70,000","$4,238","$76,022","$70,000",6/30/18
New Jersey,07,"LANCE, LEONARD",Republican Party,Incumbent,"$1,540,918","$780,454","$755,917",$0,"$550,286","$1,150,874","$63,016",6/30/18
New Jersey,07,"BARSOOM, RAAFAT",Republican Party,Challenger,$0,$0,$0,"$3,100","$2,000","$1,100",$0,4/15/18
New Jersey,07,"BROWN, LINDSAY CHRISTINE MRS.",Republican Party,Challenger,"$4,365","$4,365",$0,$0,"$7,358","-$2,992",$0,6/30/18
New Jersey,07,"JACOB, PETER",Democratic Party,Challenger,"$141,331","$125,334",$250,"$10,000","$148,634","$7,577","$10,000",6/30/18
New Jersey,07,"JOIS, GOUTAM UMESH MR.",Democratic Party,Challenger,"$391,834","$281,346","$7,500","$102,988","$339,761","$52,023",$0,6/30/18
New Jersey,07,"MALINOWSKI, TOM",Democratic Party,Challenger,"$2,315,869","$1,869,150","$137,300",$0,"$681,151","$1,634,718",$0,6/30/18
New Jersey,07,"MANDELBLATT, LISA",Democratic Party,Challenger,"$696,152","$387,935",$0,"$307,333","$632,500","$63,652","$100,000",6/30/18
New Jersey,07,"PRINGLE, DAVID",Democratic Party,Challenger,"$60,134","$59,064","$1,000",$70,"$54,424","$5,710",$0,3/31/18
New Jersey,07,"SALMON, SCOTT",Democratic Party,Challenger,"$95,501","$95,501",$0,$0,"$55,675","$39,826",$0,3/31/18
New Jersey,07,"WEBER, LINDA",Democratic Party,Challenger,"$387,135","$382,698",$500,"$3,837","$358,330","$28,805",$0,6/30/18
New Jersey,08,"SIRES, ALBIO",Democratic Party,Incumbent,"$243,263","$67,867","$175,337",$0,"$325,053","$208,498",$0,6/30/18
New Jersey,08,"MUNIZ, JOHN R",Republican Party,Challenger,$250,$0,$0,$250,$0,$250,$250,6/30/18
New Jersey,09,"PASCRELL, WILLIAM J. JR.",Democratic Party,Incumbent,"$1,198,654","$459,404","$739,150",$0,"$884,778","$1,648,911","$20,000",6/30/18
New Jersey,09,"WILDES, MICHAEL",Democratic Party,Challenger,"$21,483","$6,400",$0,$0,"$4,169","$773,302",$0,6/30/18
New Jersey,10,"PAYNE, DONALD M., JR.",Democratic Party,Incumbent,"$424,520","$90,896","$331,524",$0,"$388,305","$111,188",$0,6/30/18
New Jersey,11,"ALLOCCO, PATRICK S KD2-ONW",Republican Party,Open,"$14,500","$8,900",$0,"$5,600","$17,635","-$3,135","$12,794",6/30/18
New Jersey,11,"BARTLETT, JOHN",Democratic Party,Open,"$286,381","$253,700","$1,750","$30,821","$85,733","$200,648","$30,000",6/30/18
New Jersey,11,"COBERT, MITCHELL",Democratic Party,Open,"$132,262","$80,449",$25,"$51,788","$131,695",$567,"$50,100",6/30/18
New Jersey,11,"DE NEUFVILLE, PETER",Republican Party,Open,"$1,310,273","$53,100","$1,000","$1,238,165","$1,262,493","$47,780","$1,238,165",6/30/18
New Jersey,11,"GHEE, ANTONY",Republican Party,Open,"$110,605","$92,508","$15,050","$3,047","$110,605",$0,$0,6/30/18
New Jersey,11,"HARRIS, TAMARA",Democratic Party,Open,"$994,458","$295,869","$14,500","$647,300","$992,641","$1,817","$206,878",6/30/18
New Jersey,11,"HEWITT, MARTIN",Republican Party,Open,"$18,888","$16,498",$0,"$2,365","$18,364",$524,$0,6/30/18
New Jersey,11,"SHERRILL, REBECCA MICHELLE",Democratic Party,Open,"$4,236,126","$3,351,230","$295,788","$1,800","$1,319,557","$2,916,569",$0,6/30/18
New Jersey,11,"WEBBER, JAY",Republican Party,Open,"$574,410","$516,059","$56,350","$2,002","$402,690","$171,721","$2,043",6/30/18
New Jersey,11,"FRELINGHUYSEN, RODNEY P.*",Republican Party,Incumbent,"$1,535,680","$589,456","$854,227",$0,"$1,466,478","$538,998","$90,579",6/30/18
New Jersey,12,"COLEMAN, BONNIE WATSON",Democratic Party,Incumbent,"$691,536","$355,745","$334,775",$0,"$476,172","$294,377","$7,550",6/30/18
New Mexico,01,"ABRAMS, JOHN E.",Democratic Party,Open,$442,$378,$0,$0,$405,$37,$0,3/31/18
New Mexico,01,"ARNOLD-JONES, JANICE E",Republican Party,Open,"$122,187","$114,519","$3,500","$4,031","$79,275","$46,660",$510,6/30/18
New Mexico,01,"CHAVEZ, ANN E",Democratic Party,Open,"$21,077","$16,731",$0,"$4,346","$21,077",$0,$0,1/27/18
New Mexico,01,"DAVIS, PATRICK",Democratic Party,Open,"$381,238","$367,938","$3,300",$0,"$375,368","$5,497",$0,6/30/18
New Mexico,01,"DINGE, DENNIS",Democratic Party,Open,"$35,994","$12,776","$1,000","$21,659","$35,994",$0,$0,12/31/17
New Mexico,01,"HAALAND, DEBRA",Democratic Party,Open,"$1,141,922","$1,032,052","$106,637","$3,005","$900,623","$241,299",$0,6/30/18
New Mexico,01,"HEITNER, JESSE ANDREW DR.",Democratic Party,Open,"$4,757","$4,589",$0,$167,"$4,750",$5,$0,5/24/18
New Mexico,01,"LARA, DAMIAN",Democratic Party,Open,"$477,094","$132,458",$0,"$344,636","$473,839","$3,255","$332,500",6/30/18
New Mexico,01,"MARTINEZ, DAMON P",Democratic Party,Open,"$755,633","$548,360","$13,600","$187,488","$755,419",$114,"$183,400",6/30/18
New Mexico,01,"MOYA, PAUL",Democratic Party,Open,"$210,623","$77,370",$0,"$133,252","$195,256","$15,367","$88,047",6/30/18
New Mexico,01,"PRINCETON, LLOYD JOSEPH",Libertarian Party,Open,"$56,552","$17,555",$0,"$38,997","$56,146",$407,"$50,540",6/30/18
New Mexico,01,"SEDILLO LOPEZ, ANTOINETTE",Democratic Party,Open,"$1,062,517","$786,248","$38,082","$237,972","$1,054,427","$8,090","$220,000",6/30/18
New Mexico,01,"LUJAN GRISHAM, MICHELLE*",Democratic Party,Incumbent,"$37,376","$1,177","$4,500",$0,"$59,600","$8,282",$0,6/30/18
New Mexico,02,"BAAKE, DAVID",Democratic Party,Open,"$78,983","$75,932",$0,"$1,416","$78,983",$0,$0,6/26/18
New Mexico,02,"CLARKSON, GAVIN",Republican Party,Open,"$182,336","$168,186","$4,050","$10,100","$147,703","$34,633",$100,6/30/18
New Mexico,02,"GRIFFIN, CLAYBURN",Republican Party,Open,"$11,685","$3,627",$0,"$7,223","$10,724",$961,$835,6/30/18
New Mexico,02,"HERRELL, STELLA YVETTE",Republican Party,Open,"$522,357","$447,205","$68,398","$6,555","$422,063","$100,294",$0,6/30/18
New Mexico,02,"HILDEBRANDT, LORI MADELINE",Democratic Party,Open,"$224,251","$221,051",$0,"$3,200","$217,765","$6,485",$0,6/30/18
New Mexico,02,"MARTINEZ, TONY",Democratic Party,Open,"$29,498","$28,498","$1,000",$0,"$29,498",$0,$0,10/27/17
New Mexico,02,"NEWMAN, MONTY",Republican Party,Open,"$883,783","$689,489","$32,200","$162,095","$877,425","$6,358",$0,6/30/18
New Mexico,02,"PENA, ANGEL DAMIAN",Democratic Party,Open,"$14,902","$14,772",$0,$90,"$14,902",$0,$0,6/30/18
New Mexico,02,"SALAS, ANDREW E BRIG GEN",Republican Party,Open,"$163,952","$81,552","$6,900","$75,500","$163,952",$0,$0,3/31/18
New Mexico,02,"TORRES SMALL, XOCHITL",Democratic Party,Open,"$934,715","$686,043","$215,625",$0,"$438,734","$495,980","$6,331",6/30/18
New Mexico,02,"VOLPATO, JOHNNY SILVIO MR JR",Republican Party,Open,"$81,400","$38,473","$11,500","$31,242","$81,400",$0,$0,6/30/18
New Mexico,02,"ZUBIA, ADOLFO AREOLA",Democratic Party,Open,"$23,748","$13,748",$0,$0,"$23,007",-$50,"$10,000",12/31/17
New Mexico,02,"PEARCE, STEVAN E.*",Republican Party,Incumbent,"$1,856",$60,$0,$0,"$1,273,894",$251,$0,6/30/18
New Mexico,03,"LUJAN, BEN R MR.",Democratic Party,Incumbent,"$1,492,516","$481,863","$996,011",$0,"$1,422,412","$839,292",$0,6/30/18
New York,01,"ZELDIN, LEE M",Republican Party,Incumbent,"$3,066,123","$2,049,361","$898,343",$0,"$1,711,350","$1,727,861",$0,6/30/18
New York,01,"BROWNING, KATE M.",Democratic Party,Challenger,"$578,621","$451,902","$72,250",$0,"$556,499","$22,122",$0,6/30/18
New York,01,"DIMASI, ELAINE DR. PHD",Democratic Party,Challenger,"$104,204","$83,929",$0,"$20,203","$100,541","$3,663",$72,6/30/18
New York,01,"GERSHON, PERRY",Democratic Party,Challenger,"$2,202,176","$855,289","$5,600","$1,332,574","$2,128,209","$73,967","$900,000",6/30/18
New York,01,"HENRY, BRENDON T",Democratic Party,Challenger,"$13,038","$13,038",$0,$0,"$8,887","$3,977",$0,6/30/18
New York,01,"PECHEFSKY, DAVID",Democratic Party,Challenger,"$289,393","$185,602","$2,150","$101,100","$270,598","$18,794","$60,000",6/30/18
New York,01,"VILORIA-FISHER, VIVIAN M",Democratic Party,Challenger,"$281,131","$94,415","$1,500","$165,216","$267,039","$14,092","$69,325",6/30/18
New York,02,"KING, PETE",Republican Party,Incumbent,"$934,923","$568,540","$354,750",$0,"$503,817","$3,099,217",$0,6/30/18
New York,02,"GOMES, TIM",Democratic Party,Challenger,"$1,215,182","$214,747",$0,"$1,000,000","$1,215,182",$0,"$145,000",3/31/18
New York,02,"GRECHEN SHIRLEY, LIUBOV LIUBA",Democratic Party,Challenger,"$604,262","$582,205","$21,700",$0,"$417,776","$186,485","$38,500",6/30/18
New York,02,"GREGORY, DUWAYNE",Democratic Party,Challenger,"$168,467","$152,736","$15,731",$0,"$158,213","$13,691",$0,6/30/18
New York,02,"SAX, MIKE",Democratic Party,Challenger,"$39,118",$103,$0,"$39,015","$39,054",$0,$0,3/31/18
New York,02,"THOMAS, KEVIN",Democratic Party,Challenger,"$9,920","$9,920",$0,$0,"$5,180","$4,740",$0,3/31/18
